"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8166","Change profile name","tests","Mon Feb 24 13:58:31 GMT 2025","passed","Mon Feb 24 13:58:39 GMT 2025","TestProfileFeature","feature_profile_test","",""
